Team_1,Team_2,Team_1_goals,Team_2_goals,Total_goals,ALFIE_rating,Total_games 
Old Sennockians,Old Rugbeians,4,4,8,2.6666666666666665,3
Old Sennockians,Old Salopians,1,4,5,2.0,1
Old Sennockians,Old Salopians II,14,7,21,1.8333333333333333,6
Old Sennockians,Old Shirburnians,20,7,27,2.25,4
Old Sennockians,Old Stoics,8,7,15,3.5,4
Old Sennockians,Old Tonbridgians,0,6,6,0.0,1
Old Sennockians,Old Tonbridgians II,6,6,12,3.6,5
Old Sennockians,Old Wellingtonians,5,8,13,1.0,2
Old Sennockians,Old Westminsters,3,4,7,3.5,2
Old Sennockians,Old Westminsters II,14,7,21,3.0,4
Old Sennockians,Old Wilsonians,5,0,5,0.0,1
Old Sennockians,Old Wykehamists,3,3,6,4.0,2
Old Sennockians,Old Wykehamists II,9,4,13,3.0,2
Old Sennockians,Sevenoaks School 1st XI,1,3,4,3.0,2
Old Sennockians,Shene Old Grammarians,6,2,8,2.0,1
Old Sennockians,Somerville Old Boys,4,7,11,3.0,1
Old Sennockians,St Lawrence,1,3,4,3.5,2
Old Sennockians,TBC,2,1,3,4.0,1
Old Sennockians,The Warren First,3,4,7,4.0,1
Old Shirburnians,KCS Old Boys,2,4,6,3.0,1
Old Shirburnians,KCS Old Boys II,9,19,28,3.5,4
Old Shirburnians,Kings College Wimbledon II,6,4,10,3.3333333333333335,3
Old Shirburnians,Kings College Wimbledon III,11,2,13,1.0,2
Old Shirburnians,Lancing Old Boys II,10,3,13,2.0,2
Old Shirburnians,Old Albanians,5,4,9,3.0,2
Old Shirburnians,Old Albanians SA,6,6,12,3.6666666666666665,3
Old Shirburnians,Old Alleynians AFC II,3,18,21,1.3333333333333333,3
Old Shirburnians,Old Alleynians II,1,5,6,2.0,1
Old Shirburnians,Old Alleynians III,8,11,19,2.75,4
Old Shirburnians,Old Amplefordians,11,4,15,3.0,4
Old Shirburnians,Old Ardinians,5,3,8,2.6666666666666665,3
Old Shirburnians,Old Bancroftians AFC,9,2,11,1.0,2
Old Shirburnians,Old Berkhamstedians II,5,4,9,2.5,2
Old Shirburnians,Old Bradfieldians,1,7,8,2.0,2
Old Shirburnians,Old Brentwoods II,8,16,24,2.5,6
Old Shirburnians,Old Brentwoods III,1,3,4,3.0,1
Old Shirburnians,Old Brentwoods IV,10,6,16,3.3333333333333335,3
Old Shirburnians,Old Carthusians II,11,14,25,1.5,4
Old Shirburnians,Old Chigwellians III,4,1,5,2.0,1
Old Shirburnians,Old Cholmeleians II,0,3,3,2.0,1
Old Shirburnians,Old Cholmeleians III,5,0,5,0.0,1
Old Shirburnians,Old Citizens,4,2,6,3.0,1
Old Shirburnians,Old Columbans,4,4,8,2.0,2
Old Shirburnians,Old Eastbournians,2,1,3,4.0,1
Old Shirburnians,Old Epsomians,9,12,21,3.6666666666666665,6
Old Shirburnians,Old Epsomians II,7,6,13,1.3333333333333333,3
Old Shirburnians,Old Etonians II,2,4,6,3.0,1
Old Shirburnians,Old Haberdashers,6,8,14,3.6666666666666665,3
Old Shirburnians,Old Harrovians,5,1,6,2.0,1
Old Shirburnians,Old Harrovians II,5,8,13,3.0,2
Old Shirburnians,Old Harrovians III,17,17,34,3.111111111111111,9
Old Shirburnians,Old Johnians II,2,1,3,4.0,1
Old Shirburnians,Old Kimboltonians,9,12,21,2.4,5
Old Shirburnians,Old King's Scholars,22,17,39,3.5833333333333335,12
Old Shirburnians,Old Kingstonians KGS,11,10,21,5.0,3
Old Shirburnians,Old Merchant Taylors,9,13,22,2.75,4
Old Shirburnians,Old Merchant Taylors',2,1,3,4.0,1
Old Shirburnians,Old Merchant Taylors' II,3,1,4,3.0,1
Old Shirburnians,Old Reptonians,1,3,4,3.0,1
Old Shirburnians,Old Rugbeians,0,1,1,3.0,1
Old Shirburnians,Old Salopians,0,4,4,1.0,1
Old Shirburnians,Old Salopians II,2,0,2,3.0,2
Old Shirburnians,Old Sennockians,7,20,27,2.25,4
Old Shirburnians,Old Stoics,15,3,18,2.2,5
Old Shirburnians,Old Suttonians SV,4,1,5,2.0,1
Old Shirburnians,Old Tonbridgians II,8,10,18,1.5,4
Old Shirburnians,Old Wellingtonians,22,7,29,1.75,4
Old Shirburnians,Old Westminsters,2,3,5,4.0,1
Old Shirburnians,Old Westminsters II,22,8,30,2.25,4
Old Shirburnians,Old Wykehamists II,9,2,11,1.5,2
Old Shirburnians,Sherborne School 1st XI,4,10,14,1.3333333333333333,3
Old St Marys,Old Aldenhamians,0,2,2,2.0,1
Old Stationers,Old Carthusians,1,2,3,4.0,1
Old Stationers,Old Chigwellians,2,3,5,4.0,1
Old Stoics,Kings College Wimbledon II,1,2,3,4.0,1
Old Stoics,Kings College Wimbledon III,2,1,3,4.0,1
Old Stoics,Lancing Old Boys II,11,5,16,3.0,4
Old Stoics,Old Albanians SA,4,11,15,2.5,4
Old Stoics,Old Aldenhamians II,4,4,8,4.333333333333333,3
Old Stoics,Old Alleynians AFC,4,17,21,1.3333333333333333,3
Old Stoics,Old Alleynians AFC II,21,26,47,3.75,8
Old Stoics,Old Alleynians AFC III,3,3,6,2.5,2
Old Stoics,Old Amplefordians,19,25,44,3.0,7
Old Stoics,Old Ardinians,5,10,15,2.0,4
Old Stoics,Old Ardinians II,1,5,6,2.0,1
Old Stoics,Old Bancroftians AFC,21,17,38,3.0,10
Old Stoics,Old Berkhamstedians,1,4,5,2.0,1
Old Stoics,Old Berkhamstedians II,5,5,10,3.6666666666666665,3
Old Stoics,Old Brentwoods II,10,9,19,2.25,4
Old Stoics,Old Brentwoods III,16,15,31,2.2857142857142856,7
Old Stoics,Old Brentwoods IV,4,6,10,3.3333333333333335,3
Old Stoics,Old Canfordians,11,9,20,3.0,4
Old Stoics,Old Cheltonians,1,2,3,4.0,1
Old Stoics,Old Chigwellians III,8,15,23,2.1666666666666665,6
Old Stoics,Old Cholmeleians II,10,9,19,4.0,3
Old Stoics,Old Cholmeleians III,3,7,10,3.0,4
Old Stoics,Old Citizens,3,5,8,3.5,2
Old Stoics,Old Columbans,6,9,15,3.0,3
Old Stoics,Old Cranleighans,0,1,1,3.0,1
Old Stoics,Old Eastbournians,21,19,40,3.6666666666666665,6
Old Stoics,Old Epsomians,3,2,5,4.0,1
Old Stoics,Old Haberdashers,18,17,35,2.857142857142857,7
Old Stoics,Old Harrovians,3,13,16,1.0,2
Old Stoics,Old Harrovians II,2,8,10,2.0,2
Old Stoics,Old Harrovians III,26,26,52,2.8181818181818183,11
Old Stoics,Old Johnians FC,0,5,5,2.0,2
Old Stoics,Old Johnians II,3,4,7,4.5,2
Old Stoics,Old Kimboltonians,5,12,17,1.5,2
Old Stoics,Old King's Scholars,16,14,30,3.3333333333333335,6
Old Stoics,Old Kingstonians,3,13,16,2.5,2
Old Stoics,Old Kingstonians KGS,6,0,6,0.0,1
Old Stoics,Old Malvernians II,9,2,11,2.3333333333333335,3
Old Stoics,Old Merchant Taylors,5,6,11,4.0,3
Old Stoics,Old Merchant Taylors II,8,1,9,2.0,2
Old Stoics,Old Millhillians,6,9,15,2.3333333333333335,3
Old Stoics,Old Oundelians,11,8,19,3.2,5
Old Stoics,Old Rugbeians,2,15,17,1.0,3
Old Stoics,Old Salopians II,22,14,36,3.1666666666666665,6
Old Stoics,Old Sennockians,7,8,15,3.5,4
Old Stoics,Old Shirburnians,3,15,18,2.2,5
Old Stoics,Old Suttonians SV,19,21,40,3.1666666666666665,6
Old Stoics,Old Tonbridgians II,5,6,11,4.5,2
Old Stoics,Old Uppinghamians,5,1,6,2.0,1
Old Stoics,Old Wellingtonians,15,16,31,2.8,5
Old Stoics,Old Westminsters,1,6,7,0.0,1
Old Stoics,Old Westminsters II,3,4,7,3.5,2
Old Stoics,Old Wimbledonians,1,7,8,0.0,1
Old Stoics,Old Wykehamists II,29,26,55,3.3,10
Old Stoics,Stowe School,11,17,28,3.25,4
Old Strand Academicals,Old Aldenhamians,8,9,17,3.6666666666666665,3
Old Strand Academicals,Old Alleynians AFC,0,3,3,2.0,1
Old Strand Academicals,Old Malvernians,1,2,3,4.0,1
Old Strand Academicals,Old Rugbeians,1,4,5,2.0,1
Old Strand Academicals,Old Suttonians SV,7,6,13,5.0,1
Old Suttonians,Old Alleynians,4,3,7,4.0,1
Old Suttonians,Old Bancroftians AFC,0,1,1,3.0,1
Old Suttonians,Old Berkhamstedians,3,2,5,4.0,1
Old Suttonians,Old Bradfieldians,3,9,12,0.0,1
Old Suttonians,Old Brentwoods,8,4,12,3.5,2
Old Suttonians,Old Carthusians,0,4,4,2.5,2
Old Suttonians,Old Carthusians III,5,2,7,2.0,1
Old Suttonians,Old Cholmeleians,8,0,8,0.0,1
Old Suttonians,Old Etonians II,0,1,1,3.0,1
Old Suttonians,Old Foresters,3,2,5,4.0,1
Old Suttonians,Old Foresters II,5,0,5,0.0,1
Old Suttonians,Old King's Scholars,2,3,5,4.0,1
Old Suttonians II,Old Alleynians II,1,2,3,4.0,1
Old Suttonians II,Old Etonians II,2,0,2,2.0,1
Old Suttonians IV,Old Epsomians,3,0,3,2.0,1
Old Suttonians SV,Kings College Wimbledon II,6,8,14,3.5,4
Old Suttonians SV,Lancing Old Boys II,6,2,8,3.0,2
Old Suttonians SV,Old Alleynians AFC II,13,15,28,3.6,5
Old Suttonians SV,Old Alleynians II,0,6,6,0.0,1
Old Suttonians SV,Old Amplefordians,8,8,16,2.5,2
Old Suttonians SV,Old Ardinians,3,0,3,2.0,1
Old Suttonians SV,Old Bancroftians AFC,16,13,29,2.8333333333333335,6
Old Suttonians SV,Old Berkhamstedians,3,12,15,0.5,2
Old Suttonians SV,Old Brentwoods II,8,6,14,2.0,3
Old Suttonians SV,Old Carthusians III,15,6,21,3.0,3
Old Suttonians SV,Old Chigwellians III,4,3,7,4.0,1
Old Suttonians SV,Old Cholmeleians II,20,14,34,3.75,4
Old Suttonians SV,Old Columbans,9,10,19,3.25,4
Old Suttonians SV,Old Eastbournians,15,7,22,2.0,3
Old Suttonians SV,Old Epsomians,8,5,13,1.5,2
Old Suttonians SV,Old Foresters II,2,2,4,5.0,1
Old Suttonians SV,Old Haberdashers,26,28,54,3.2857142857142856,7
Old Suttonians SV,Old Harrovians II,1,5,6,2.0,1
Old Suttonians SV,Old Harrovians III,8,5,13,2.0,3
Old Suttonians SV,Old Johnians FC,4,10,14,3.25,4
Old Suttonians SV,Old Merchant Taylors,1,5,6,2.5,2
Old Suttonians SV,Old Merchant Taylors II,7,2,9,2.5,2
Old Suttonians SV,Old Reptonians,1,5,6,2.0,1
Old Suttonians SV,Old Rugbeians,10,11,21,3.75,4
Old Suttonians SV,Old Shirburnians,1,4,5,2.0,1
Old Suttonians SV,Old Stoics,21,19,40,3.1666666666666665,6
Old Suttonians SV,Old Strand Academicals,6,7,13,5.0,1
Old Suttonians SV,Old Tonbridgians II,18,14,32,3.6666666666666665,6
Old Suttonians SV,Old Wellingtonians,4,5,9,3.5,2
Old Suttonians SV,Old Westminsters,9,10,19,2.5,2
Old Suttonians SV,Old Wykehamists II,22,8,30,2.5,4
Old Tenisonians,Old Carthusians,1,2,3,4.0,1
Old Tenisonians,Old Chigwellians II,2,1,3,4.0,1
Old Tenisonians,Old Etonians II,0,4,4,2.5,2
Old Tenisonians,Old Merchant Taylors,2,1,3,4.0,1
Old Tenisonians II,KCS Old Boys II,0,2,2,2.0,1
Old Tenisonians II,Kings College Wimbledon II,7,0,7,0.0,1
Old Tenisonians II,Old Alleynians II,1,2,3,4.0,1
Old Tenisonians IV,Old Alleynians III,1,9,10,0.0,1
Old Thorntonians,Old Aldenhamians II,5,0,5,0.0,1
Old Thorntonians,Old Carthusians,2,8,10,2.0,2
Old Thorntonians,Old Carthusians II,5,1,6,2.0,1
Old Thorntonians,Old Etonians,2,0,2,2.0,1
Old Thorntonians,Old Rugbeians,2,12,14,1.0,1
Old Thorntonians III,Old Carthusians II,2,1,3,4.0,1
Old Thorntonians IV,Kings College Wimbledon II,1,5,6,2.0,1
Old Tiffinians,KCS Old Boys,1,9,10,0.0,1
Old Tiffinians,Old Aldenhamians II,3,7,10,2.0,1
Old Tiffinians,Old Cholmeleians,1,2,3,4.0,1
Old Tiffinians,Old Malvernians,2,5,7,2.0,1
Old Tollingtonians,Old Cholmeleians,1,3,4,3.0,1
Old Tollingtonians,Old Malvernians,5,2,7,2.0,1
Old Tollingtonians,Old Reptonians,2,3,5,4.0,1
Old Tollingtonians,Old Westminsters,2,1,3,4.0,1
Old Tonbridgians,KCS Old Boys,39,47,86,3.0454545454545454,22
Old Tonbridgians,Lancing Old Boys,26,25,51,3.0,10
Old Tonbridgians,Old Aldenhamians,13,6,19,1.75,4
Old Tonbridgians,Old Alleynians,14,33,47,2.5555555555555554,9
Old Tonbridgians,Old Alleynians AFC,6,9,15,3.5,4
Old Tonbridgians,Old Ardinians,3,2,5,4.0,1
Old Tonbridgians,Old Berkhamstedians,2,0,2,2.0,1
Old Tonbridgians,Old Bradfieldians,29,24,53,3.2142857142857144,14
Old Tonbridgians,Old Brentwoods,36,37,73,2.857142857142857,14
Old Tonbridgians,Old Carthusians,40,91,131,2.5833333333333335,24
Old Tonbridgians,Old Chigwellians,38,21,59,2.9166666666666665,12
Old Tonbridgians,Old Cholmeleians,16,23,39,3.4444444444444446,9
Old Tonbridgians,Old Epsomians,5,1,6,2.0,1
Old Tonbridgians,Old Etonians,44,46,90,3.130434782608696,23
Old Tonbridgians,Old Foresters,33,38,71,3.0,19
Old Tonbridgians,Old Haileyburians,6,5,11,4.5,2
Old Tonbridgians,Old Harrovians,36,26,62,3.0714285714285716,14
Old Tonbridgians,Old Ignatians,1,6,7,0.0,1
Old Tonbridgians,Old Johnians,3,5,8,3.6666666666666665,3
Old Tonbridgians,Old Kimboltonians,2,1,3,4.0,1
Old Tonbridgians,Old King's Scholars,12,1,13,0.5,2
Old Tonbridgians,Old Malvernians,15,4,19,2.5,4
Old Tonbridgians,Old Marlburians,29,11,40,2.875,8
Old Tonbridgians,Old Millfieldians,5,1,6,2.0,1
Old Tonbridgians,Old Oundelians,4,1,5,2.0,1
Old Tonbridgians,Old Parmiterians,1,6,7,0.0,1
Old Tonbridgians,Old Radleians,17,9,26,3.6,5
Old Tonbridgians,Old Reptonians,12,12,24,3.875,8
Old Tonbridgians,Old Rugbeians,8,2,10,2.0,2
Old Tonbridgians,Old Salopians,43,27,70,2.5294117647058822,17
Old Tonbridgians,Old Sennockians,6,0,6,0.0,1
Old Tonbridgians,Old Westminsters,18,10,28,3.5,6
Old Tonbridgians,Old Wykehamists,34,24,58,2.8461538461538463,13
Old Tonbridgians,Tonbridge School 1st XI,3,1,4,3.0,1
Old Tonbridgians II,KCS Old Boys II,1,4,5,2.0,1
Old Tonbridgians II,Kings College Wimbledon II,13,9,22,2.4285714285714284,7
Old Tonbridgians II,Lancing Old Boys II,8,7,15,0.0,2
Old Tonbridgians II,Old Albanians,3,9,12,2.5,2
Old Tonbridgians II,Old Aldenhamians,2,9,11,2.0,2
Old Tonbridgians II,Old Aldenhamians II,22,5,27,1.5,4
Old Tonbridgians II,Old Alleynians AFC,9,13,22,3.0,6
Old Tonbridgians II,Old Alleynians AFC II,4,3,7,4.0,2
Old Tonbridgians II,Old Alleynians II,0,11,11,1.5,2
Old Tonbridgians II,Old Alleynians III,10,16,26,3.25,4
Old Tonbridgians II,Old Amplefordians,11,11,22,3.1666666666666665,6
Old Tonbridgians II,Old Ardinians,1,10,11,1.0,2
Old Tonbridgians II,Old Bancroftians AFC,16,8,24,2.75,8
Old Tonbridgians II,Old Berkhamstedians,3,2,5,4.0,1
Old Tonbridgians II,Old Berkhamstedians II,2,4,6,3.5,2
Old Tonbridgians II,Old Brentwoods II,18,11,29,2.8333333333333335,6
Old Tonbridgians II,Old Brentwoods III,7,5,12,3.0,2
Old Tonbridgians II,Old Brentwoods IV,2,0,2,2.0,1
Old Tonbridgians II,Old Carthusians II,8,10,18,3.75,4
Old Tonbridgians II,Old Carthusians III,18,9,27,3.6,5
Old Tonbridgians II,Old Cheltonians,2,0,2,2.0,1
Old Tonbridgians II,Old Chigwellians II,1,4,5,3.0,2
Old Tonbridgians II,Old Cholmeleians II,9,11,20,2.0,5
Old Tonbridgians II,Old Cholmeleians IV,14,2,16,1.5,2
Old Tonbridgians II,Old Citizens,1,11,12,2.0,2
Old Tonbridgians II,Old Columbans,5,7,12,4.5,2
Old Tonbridgians II,Old Dorkinians,5,1,6,2.0,1
Old Tonbridgians II,Old Eastbournians,8,2,10,2.6666666666666665,3
Old Tonbridgians II,Old Epsomians,21,21,42,3.3636363636363638,11
Old Tonbridgians II,Old Epsomians II,2,0,2,2.0,1
Old Tonbridgians II,Old Etonians II,3,6,9,3.5,2
Old Tonbridgians II,Old Foresters II,2,2,4,3.5,2
Old Tonbridgians II,Old Haberdashers,11,11,22,2.75,4
Old Tonbridgians II,Old Harrovians III,8,7,15,3.25,4
Old Tonbridgians II,Old Johnians FC,7,14,21,2.5,4
Old Tonbridgians II,Old Johnians II,5,0,5,2.0,2
Old Tonbridgians II,Old Kimboltonians,4,21,25,2.0,4
Old Tonbridgians II,Old King's Scholars,11,10,21,4.0,4
Old Tonbridgians II,Old Kingstonians,5,3,8,4.0,2
Old Tonbridgians II,Old Malvernians,4,5,9,5.0,1
Old Tonbridgians II,Old Malvernians II,6,2,8,2.5,2
Old Tonbridgians II,Old Meadonians,5,4,9,5.0,1
Old Tonbridgians II,Old Merchant Taylors,12,13,25,3.3333333333333335,6
Old Tonbridgians II,Old Merchant Taylors II,10,6,16,4.0,2
Old Tonbridgians II,Old Millhillians,3,13,16,2.0,3
Old Tonbridgians II,Old Oundelians,3,11,14,2.8,5
Old Tonbridgians II,Old Radleians,4,3,7,4.0,1
Old Tonbridgians II,Old Rugbeians,21,13,34,2.857142857142857,7
Old Tonbridgians II,Old Salopians II,14,8,22,3.8,5
Old Tonbridgians II,Old Sennockians,6,6,12,3.6,5
Old Tonbridgians II,Old Shirburnians,10,8,18,1.5,4
Old Tonbridgians II,Old Stoics,6,5,11,4.5,2
Old Tonbridgians II,Old Suttonians SV,14,18,32,3.6666666666666665,6
Old Tonbridgians II,Old Wellingtonians,13,10,23,4.0,5
Old Tonbridgians II,Old Westminsters II,31,15,46,3.2222222222222223,9
Old Tonbridgians II,Old Wykehamists II,12,3,15,1.5,2
Old Tonbridgians II,Tonbridge School 2nd XI,5,0,5,0.0,1
Old Tonbridgians II,UCL Academicals IV,1,11,12,0.0,1
Old Tonbridgians Vets,Lancing Old Boys Vets,3,14,17,1.6666666666666667,3
Old Tonbridgians Vets,Old Brentwoods Vets,4,4,8,3.0,2
Old Tonbridgians Vets,Old Carthusians Vets,4,9,13,3.0,4
Old Tonbridgians Vets,Old Chigwellians Vets,1,2,3,4.0,1
Old Tonbridgians Vets,Old Etonians Vets,3,5,8,3.5,2
Old Tonbridgians Vets,Old Harrovians Vets,1,2,3,4.0,2
Old Tonbridgians Vets,Old Malvernians Vets,7,10,17,0.6666666666666666,3
Old Tonbridgians Vets,Old Reptonians Vets,1,3,4,3.0,1
Old Tonbridgians Vets,Old Salopians Vets,7,3,10,1.6666666666666667,3
Old Tonbridgians Vets,Old Wellingtonians Vets,7,3,10,3.0,2
Old Tonbridgians Vets,Old Westminsters Vets,2,17,19,0.0,2
Old Tonbridgians Vets,Old Wykehamists Vets,10,4,14,2.5,2
Old Uffingtonians FC,Old Malvernians,6,4,10,3.0,2
Old Uffingtonians FC,Old Reptonians,3,2,5,4.0,1
Old Uppinghamians,Old Stoics,1,5,6,2.0,1
Old Vaughanians,Old Aldenhamians II,0,3,3,2.0,1
Old Vaughanians,Old Cholmeleians,3,0,3,2.0,1
Old Vaughanians,Old Haberdashers,3,7,10,2.0,1
Old Vaughanians,Old Reptonians,4,2,6,3.0,1
Old Wellingburians,Lancing Old Boys II,2,3,5,4.0,1
Old Wellingburians,Old Aldenhamians II,4,4,8,6.0,1
Old Wellingburians,Old Brentwoods II,0,8,8,0.0,1
Old Wellingburians,Old Kimboltonians,7,9,16,1.3333333333333333,3
Old Wellingtonians,Kings College Wimbledon II,1,1,2,3.0,2
Old Wellingtonians,Lancing Old Boys II,38,17,55,2.8181818181818183,11
Old Wellingtonians,Old Albanians SA,6,15,21,2.6666666666666665,3
Old Wellingtonians,Old Aldenhamians,10,14,24,3.0,6
Old Wellingtonians,Old Aldenhamians II,19,10,29,2.0,4
Old Wellingtonians,Old Alleynians AFC III,4,3,7,4.0,1
Old Wellingtonians,Old Amplefordians,13,12,25,2.25,4
Old Wellingtonians,Old Ardinians,3,8,11,1.3333333333333333,3
Old Wellingtonians,Old Ardinians II,14,5,19,1.5,2
Old Wellingtonians,Old Berkhamstedians,2,8,10,2.0,2
Old Wellingtonians,Old Berkhamstedians II,9,27,36,2.4,5
Old Wellingtonians,Old Bradfieldians,13,22,35,2.8333333333333335,6
Old Wellingtonians,Old Brentwoods,5,14,19,2.75,4
Old Wellingtonians,Old Brentwoods III,8,8,16,3.0,3
Old Wellingtonians,Old Canfordians,1,5,6,2.5,2
Old Wellingtonians,Old Carthusians II,3,20,23,2.2857142857142856,7
Old Wellingtonians,Old Carthusians III,17,26,43,3.6,10
Old Wellingtonians,Old Cheltonians,3,1,4,3.0,1
Old Wellingtonians,Old Chigwellians,3,8,11,3.3333333333333335,3
Old Wellingtonians,Old Chigwellians II,10,12,22,3.3333333333333335,6
Old Wellingtonians,Old Cholmeleians,8,17,25,2.25,4
Old Wellingtonians,Old Cholmeleians II,26,24,50,3.5555555555555554,9
Old Wellingtonians,Old Columbans,5,8,13,4.0,2
Old Wellingtonians,Old Cranleighans,3,1,4,3.0,1
Old Wellingtonians,Old Eastbournians,2,1,3,4.0,1
Old Wellingtonians,Old Epsomians,9,9,18,3.5,4
Old Wellingtonians,Old Etonians II,1,5,6,1.5,2
Old Wellingtonians,Old Foresters II,3,1,4,3.5,2
Old Wellingtonians,Old Haberdashers,21,28,49,2.5,8
Old Wellingtonians,Old Haileyburians,16,2,18,1.0,2
Old Wellingtonians,Old Harrovians,1,16,17,1.5,4
Old Wellingtonians,Old Harrovians III,12,21,33,3.5714285714285716,7
Old Wellingtonians,Old Johnians FC,7,13,20,3.0,4
Old Wellingtonians,Old Johnians II,4,4,8,4.0,2
Old Wellingtonians,Old King's Scholars,16,18,34,2.6666666666666665,9
Old Wellingtonians,Old Kingstonians,8,9,17,3.6666666666666665,3
Old Wellingtonians,Old Malvernians,14,15,29,2.8333333333333335,6
Old Wellingtonians,Old Marlburians,2,7,9,1.5,2
Old Wellingtonians,Old Millfieldians,7,4,11,3.5,2
Old Wellingtonians,Old Oundelians,7,3,10,2.0,1
Old Wellingtonians,Old Radleians,10,14,24,3.2,5
Old Wellingtonians,Old Reptonians,12,17,29,3.625,8
Old Wellingtonians,Old Rugbeians,4,5,9,4.5,2
Old Wellingtonians,Old Salopians II,14,15,29,2.8333333333333335,6
Old Wellingtonians,Old Sennockians,8,5,13,1.0,2
Old Wellingtonians,Old Shirburnians,7,22,29,1.75,4
Old Wellingtonians,Old Stoics,16,15,31,2.8,5
Old Wellingtonians,Old Suttonians SV,5,4,9,3.5,2
Old Wellingtonians,Old Tonbridgians II,10,13,23,4.0,5
Old Wellingtonians,Old Wellingtonians Select XI,1,1,2,4.0,1
Old Wellingtonians,Old Westminsters II,5,8,13,4.0,2
Old Wellingtonians,Old Wykehamists,8,7,15,3.5,4
Old Wellingtonians,Old Wykehamists II,5,5,10,3.0,4
Old Wellingtonians,Wellington College 1st XI,1,1,2,4.0,1
Old Wellingtonians Select XI,Old Wellingtonians,1,1,2,4.0,1
Old Wellingtonians Vets,KCS Old Boys Vets,4,4,8,3.0,2
Old Wellingtonians Vets,Lancing Old Boys Vets,2,2,4,4.0,2
Old Wellingtonians Vets,Old Aldenhamians Vets,6,4,10,4.0,2
Old Wellingtonians Vets,Old Berkhamstedians Vets,7,1,8,2.0,2
Old Wellingtonians Vets,Old Bradfieldians Vets,9,12,21,2.6666666666666665,3
Old Wellingtonians Vets,Old Carthusians Vets,4,1,5,2.0,1
Old Wellingtonians Vets,Old Chigwellians Vets Blues,3,5,8,4.0,1
Old Wellingtonians Vets,Old Haileyburians Vets,8,8,16,0.0,2
Old Wellingtonians Vets,Old Reptonians Vets,5,1,6,2.0,1
Old Wellingtonians Vets,Old Salopians Vets,3,3,6,5.0,1
Old Wellingtonians Vets,Old Tonbridgians Vets,3,7,10,3.0,2
Old Westminster Citizens,Old Salopians II,3,1,4,3.0,1
Old Westminster Citizens Vets,Old Brentwoods Vets,4,3,7,4.0,1
Old Westminsters,Carshalton,2,0,2,2.0,1
Old Westminsters,Forest Green,7,4,11,3.0,1
Old Westminsters,KCS Old Boys,1,5,6,2.5,2
Old Westminsters,Kings College Wimbledon II,19,15,34,2.857142857142857,7
Old Westminsters,Lancing Old Boys,32,16,48,3.25,8
Old Westminsters,Lancing Old Boys II,26,21,47,2.125,8
Old Westminsters,New College Old Boys,9,4,13,2.5,2
Old Westminsters,Old Aldenhamians,23,8,31,2.5714285714285716,7
Old Westminsters,Old Alleynians AFC,3,4,7,4.0,2
Old Westminsters,Old Alleynians II,0,4,4,1.0,1
Old Westminsters,Old Ardinians,1,2,3,4.0,1
Old Westminsters,Old Berkhamstedians,38,35,73,3.2,15
Old Westminsters,Old Bradfieldians,15,26,41,2.875,8
Old Westminsters,Old Brentwoods,11,13,24,2.5,4
Old Westminsters,Old Brentwoods II,0,1,1,3.0,1
Old Westminsters,Old Carthusians,0,5,5,0.0,1
Old Westminsters,Old Carthusians II,21,21,42,3.0,9
Old Westminsters,Old Carthusians III,15,26,41,3.625,8
Old Westminsters,Old Chigwellians,18,23,41,2.25,8
Old Westminsters,Old Chigwellians II,16,3,19,1.5,4
Old Westminsters,Old Cholmeleians,5,8,13,3.75,4
Old Westminsters,Old Cholmeleians II,13,7,20,3.0,2
Old Westminsters,Old Citizens,9,5,14,3.6666666666666665,3
